Cumulative People,Type,Date,Country/Region,Subregion Code,Province/State,Lat,Long,Hospitalized (Symptoms),Intensive Care,Total Hospitalized,Home Isolation,Active Confirmed Cases,Newly Confirmed,Swabs
2,Deaths,3/5/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,43,17,60,46,106,24,543
1,Deaths,3/5/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,5,1,6,6,12,5,359
0,Deaths,3/5/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,2,0,2,0,2,0,50
0,Deaths,3/5/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,5,0,5,11,16,0,367
0,Deaths,3/5/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,26,3,29,31,60,23,776
0,Deaths,3/5/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,2,0,2,5,7,2,122
0,Deaths,3/5/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,1,1,2,7,9,0,88
0,Deaths,3/5/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,2,2,2,21
10,Deaths,3/5/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,92,24,116,264,380,35,11949
0,Deaths,3/6/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,9,0,9,0,9,1,96
0,Deaths,3/6/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,2,63
0,Deaths,3/6/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,4,0,4,0,4,3,36
0,Deaths,3/6/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,2,0,2,2,4,2,99
0,Deaths,3/6/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,12,0,12,45,57,12,471
37,Deaths,3/6/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,397,53,450,366,816,158,3136
0,Deaths,3/6/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,4,0,4,24,28,7,577
1,Deaths,3/6/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,26,8,34,16,50,9,1373
3,Deaths,3/6/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,12,5,17,7,24,3,229
135,Deaths,3/6/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,1622,309,1931,77,2008,231,13556
4,Deaths,3/6/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,73,20,93,62,155,35,585
0,Deaths,3/6/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,3,2,5,7,12,5,104
4,Deaths,3/6/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,57,30,87,52,139,33,793
1,Deaths,3/6/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,5,1,6,9,15,3,395
0,Deaths,3/6/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,3,99
0,Deaths,3/6/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,7,0,7,15,22,6,367
0,Deaths,3/6/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,35,5,40,38,78,18,1097
0,Deaths,3/6/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,4,0,4,6,10,3,122
0,Deaths,3/6/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,2,2,4,12,16,7,110
0,Deaths,3/6/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,0,0,0,7,7,5,28
12,Deaths,3/6/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,117,27,144,310,454,74,13023
0,Deaths,3/7/2020 6:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,11,0,11,0,11,2,123
0,Deaths,3/7/2020 6:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,0,1,2,3,0,75
0,Deaths,3/7/2020 6:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,5,36
0,Deaths,3/7/2020 6:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,2,0,2,2,4,0,113
0,Deaths,3/7/2020 6:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,16,0,16,45,61,4,612
48,Deaths,3/7/2020 6:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,464,64,528,409,937,121,3604
0,Deaths,3/7/2020 6:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,31,39,11,577
1,Deaths,3/7/2020 6:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,43,8,51,21,72,22,1582
4,Deaths,3/7/2020 6:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,26,6,32,10,42,18,331
154,Deaths,3/7/2020 6:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,734,15778
6,Deaths,3/7/2020 6:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,94,36,130,71,201,46,816
0,Deaths,3/7/2020 6:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,3,2,5,9,14,2,112
5,Deaths,3/7/2020 6:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,110,38,148,54,202,63,1046
2,Deaths,3/7/2020 6:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,9,2,11,12,23,8,395
0,Deaths,3/7/2020 6:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,2,0,2,3,5,0,99
0,Deaths,3/7/2020 6:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,8,0,8,25,33,11,643
0,Deaths,3/7/2020 6:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,54,7,61,51,112,34,1331
0,Deaths,3/7/2020 6:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,6,1,7,7,14,4,194
0,Deaths,3/7/2020 6:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,2,2,4,20,24,8,134
0,Deaths,3/7/2020 6:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,7,8,1,32
13,Deaths,3/7/2020 6:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,123,41,164,341,505,51,14429
0,Deaths,3/8/2020 6:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,14,0,14,3,17,6,163
0,Deaths,3/8/2020 6:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,2,0,2,2,4,1,123
0,Deaths,3/8/2020 6:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,0,36
0,Deaths,3/8/2020 6:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,5,0,5,4,9,5,113
0,Deaths,3/8/2020 6:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,30,7,37,63,100,39,980
56,Deaths,3/8/2020 6:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,542,75,617,480,1097,160,4344
1,Deaths,3/8/2020 6:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,7,1,8,45,53,14,997
3,Deaths,3/8/2020 6:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,47,8,55,26,81,9,1929
6,Deaths,3/8/2020 6:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,39,11,50,17,67,25,401
267,Deaths,3/8/2020 6:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,18534
7,Deaths,3/8/2020 6:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,110,41,151,114,265,64,1025
0,Deaths,3/8/2020 6:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,4,2,6,8,14,0,116
5,Deaths,3/8/2020 6:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,245,45,290,65,355,153,1636
3,Deaths,3/8/2020 6:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,17,3,20,16,36,13,627
0,Deaths,3/8/2020 6:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,5,0,5,6,11,6,149
0,Deaths,3/8/2020 6:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,18,0,18,33,51,18,791
0,Deaths,3/8/2020 6:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,91,7,98,67,165,53,1618
0,Deaths,3/8/2020 6:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,7,2,9,14,23,9,228
0,Deaths,3/8/2020 6:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,2,2,4,22,26,2,168
0,Deaths,3/8/2020 6:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,1,0,1,8,9,1,41
18,Deaths,3/8/2020 6:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,146,47,193,430,623,118,15918
0,Deaths,3/9/2020 6:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,25,0,25,5,30,13,237
0,Deaths,3/9/2020 6:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,2,0,2,3,5,1,135
0,Deaths,3/9/2020 6:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,8,0,8,1,9,0,36
0,Deaths,3/9/2020 6:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,8,0,8,1,9,0,173
0,Deaths,3/9/2020 6:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,42,8,50,69,119,19,980
70,Deaths,3/9/2020 6:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,576,90,666,620,1286,189,4906
1,Deaths,3/9/2020 6:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,18,1,19,70,89,36,1344
5,Deaths,3/9/2020 6:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,55,8,63,31,94,13,1929
7,Deaths,3/9/2020 6:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,60,17,77,20,97,30,611
333,Deaths,3/9/2020 6:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,20135
10,Deaths,3/9/2020 6:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,136,47,183,130,313,48,1250
0,Deaths,3/9/2020 6:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,4,2,6,8,14,0,212
13,Deaths,3/9/2020 6:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,222,50,272,65,337,-18,1681
3,Deaths,3/9/2020 6:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,20,6,26,20,46,10,685
0,Deaths,3/9/2020 6:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,8,0,8,11,19,8,185
0,Deaths,3/9/2020 6:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,19,0,19,33,52,1,836
1,Deaths,3/9/2020 6:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,107,9,116,90,206,41,2018
0,Deaths,3/9/2020 6:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,10,2,12,21,33,10,267
0,Deaths,3/9/2020 6:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,4,2,6,22,28,2,183
0,Deaths,3/9/2020 6:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,4,0,4,11,15,6,67
20,Deaths,3/9/2020 6:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,186,51,237,457,694,71,15956
1,Deaths,3/10/2020 6:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,17,9,26,11,37,7,310
0,Deaths,3/10/2020 6:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,2,0,2,5,7,2,148
0,Deaths,3/10/2020 6:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,17,1,18,20,38,29,36
0,Deaths,3/10/2020 6:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,8,2,10,1,11,2,360
0,Deaths,3/10/2020 6:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,33,8,41,85,126,7,1141
85,Deaths,3/10/2020 6:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,669,98,767,650,1417,131,5494
3,Deaths,3/10/2020 6:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,27,6,33,77,110,21,1602
6,Deaths,3/10/2020 6:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,50,15,65,34,99,5,3591
8,Deaths,3/10/2020 6:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,57,29,86,42,128,31,694
468,Deaths,3/10/2020 6:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,3319,466,3785,642,4427,-63,21479
13,Deaths,3/10/2020 6:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,152,54,206,175,381,68,1437
0,Deaths,3/10/2020 6:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,3,3,6,9,15,1,225
17,Deaths,3/10/2020 6:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,306,66,372,64,436,99,2374
3,Deaths,3/10/2020 6:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,28,6,34,21,55,9,747
0,Deaths,3/10/2020 6:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,9,0,9,11,20,1,204
0,Deaths,3/10/2020 6:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,17,2,19,41,60,8,955
1,Deaths,3/10/2020 6:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,91,40,131,129,260,54,2573
0,Deaths,3/10/2020 6:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,19,3,22,28,50,17,399
0,Deaths,3/10/2020 6:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,8,2,10,27,37,9,260
0,Deaths,3/10/2020 6:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,15,17,2,89
26,Deaths,3/10/2020 6:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,204,67,271,512,783,89,16643
1,Deaths,3/11/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,17,9,26,11,37,0,310
0,Deaths,3/11/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,1,2,6,8,1,155
0,Deaths,3/11/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,8,4,12,63,75,37,75
0,Deaths,3/11/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,10,2,12,5,17,6,405
1,Deaths,3/11/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,56,11,67,82,149,23,1375
113,Deaths,3/11/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,745,104,849,739,1588,171,6640
6,Deaths,3/11/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,16,5,21,89,110,0,2073
6,Deaths,3/11/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,67,18,85,40,125,26,3591
8,Deaths,3/11/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,74,34,108,73,181,53,1025
617,Deaths,3/11/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,25629
18,Deaths,3/11/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,212,66,278,183,461,80,1656
0,Deaths,3/11/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,4,3,7,9,16,1,233
21,Deaths,3/11/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,319,75,394,86,480,44,2431
5,Deaths,3/11/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,38,4,42,29,71,16,909
0,Deaths,3/11/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,10,0,10,27,37,17,283
0,Deaths,3/11/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,23,1,24,57,81,21,1194
1,Deaths,3/11/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,87,54,141,173,314,54,2804
0,Deaths,3/11/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,28,4,32,42,74,24,527
0,Deaths,3/11/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,7,5,12,32,44,7,340
1,Deaths,3/11/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,2,0,2,17,19,2,99
29,Deaths,3/11/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,262,68,330,610,940,157,21400
2,Deaths,3/12/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,47,12,59,19,78,41,867
0,Deaths,3/12/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,1,2,6,8,0,155
1,Deaths,3/12/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,21,4,25,78,103,28,607
0,Deaths,3/12/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,14,2,16,16,32,15,483
1,Deaths,3/12/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,56,11,67,107,174,25,1551
146,Deaths,3/12/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,814,112,926,832,1758,170,7600
8,Deaths,3/12/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,23,10,33,115,148,38,2604
9,Deaths,3/12/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,85,20,105,67,172,47,5592
11,Deaths,3/12/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,100,36,136,107,243,62,1174
744,Deaths,3/12/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,29534
22,Deaths,3/12/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,254,76,330,240,570,109,1907
0,Deaths,3/12/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,4,3,7,9,16,0,238
26,Deaths,3/12/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,368,97,465,89,554,74,2879
5,Deaths,3/12/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,58,2,60,38,98,27,1269
0,Deaths,3/12/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,12,0,12,27,39,2,302
2,Deaths,3/12/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,28,5,33,78,111,30,1477
5,Deaths,3/12/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,100,59,159,193,352,38,3165
1,Deaths,3/12/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,43,5,48,54,102,28,593
0,Deaths,3/12/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,8,8,16,46,62,18,458
1,Deaths,3/12/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,7,0,7,19,26,7,118
32,Deaths,3/12/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,360,85,445,852,1297,357,23438
2,Deaths,3/13/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,42,14,56,27,83,5,958
0,Deaths,3/13/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,1,2,8,10,2,155
2,Deaths,3/13/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,20,5,25,98,123,20,811
0,Deaths,3/13/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,18,3,21,16,37,5,504
2,Deaths,3/13/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,60,19,79,134,213,39,1671
201,Deaths,3/13/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,942,128,1070,941,2011,253,8787
10,Deaths,3/13/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,59,8,67,169,236,88,3149
11,Deaths,3/13/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,122,24,146,96,242,70,6491
17,Deaths,3/13/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,128,44,172,132,304,61,1442
890,Deaths,3/13/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,32700
27,Deaths,3/13/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,337,85,422,276,698,128,2218
0,Deaths,3/13/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,5,3,8,9,17,1,243
46,Deaths,3/13/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,556,135,691,103,794,240,3105
5,Deaths,3/13/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,77,2,79,42,121,23,1449
0,Deaths,3/13/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,12,0,12,31,43,4,504
2,Deaths,3/13/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,37,7,44,82,126,15,1950
5,Deaths,3/13/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,134,77,211,244,455,103,4049
2,Deaths,3/13/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,58,6,64,93,157,55,846
1,Deaths,3/13/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,11,10,21,52,73,11,576
1,Deaths,3/13/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,6,0,6,21,27,1,189
42,Deaths,3/13/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,366,107,473,980,1453,156,25691
2,Deaths,3/14/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,51,14,65,41,106,23,1232
0,Deaths,3/14/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,0,2,2,8,10,0,155
3,Deaths,3/14/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,26,7,33,137,170,47,1135
0,Deaths,3/14/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,22,4,26,33,59,22,711
6,Deaths,3/14/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,72,17,89,154,243,30,1936
241,Deaths,3/14/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,1076,152,1228,1121,2349,338,10043
13,Deaths,3/14/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,67,11,78,193,271,35,3376
13,Deaths,3/14/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,181,25,206,114,320,78,7335
27,Deaths,3/14/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,213,62,275,109,384,80,1750
966,Deaths,3/14/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,37138
36,Deaths,3/14/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,449,93,542,321,863,165,2561
0,Deaths,3/14/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,5,3,8,9,17,0,247
59,Deaths,3/14/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,538,150,688,126,814,20,3680
8,Deaths,3/14/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,91,6,97,59,156,35,1681
0,Deaths,3/14/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,14,0,14,33,47,4,530
2,Deaths,3/14/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,42,11,53,97,150,24,2100
6,Deaths,3/14/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,160,87,247,367,614,159,4595
2,Deaths,3/14/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,68,12,80,119,199,42,1006
1,Deaths,3/14/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,21,11,32,71,103,30,748
1,Deaths,3/14/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,12,0,12,29,41,14,231
55,Deaths,3/14/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,366,119,485,1290,1775,322,26980
3,Deaths,3/15/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,72,28,100,28,128,22,1419
0,Deaths,3/15/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,0,2,2,9,11,1,208
5,Deaths,3/15/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,50,4,54,145,199,29,1497
1,Deaths,3/15/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,32,6,38,28,66,7,884
9,Deaths,3/15/2020 5:00:00 PM,Italy,15,Campania,40.83956555,14.25084984,73,22,95,201,296,53,2213
284,Deaths,3/15/2020 5:00:00 PM,Italy,8,Emilia Romagna,44.49436681,11.3417208,1215,169,1384,1357,2741,392,12054
14,Deaths,3/15/2020 5:00:00 PM,Italy,6,Friuli Venezia Giulia,45.6494354,13.76813649,98,12,110,206,316,45,3407
16,Deaths,3/15/2020 5:00:00 PM,Italy,12,Lazio,41.89277044,12.48366722,223,31,254,142,396,76,8345
33,Deaths,3/15/2020 5:00:00 PM,Italy,7,Liguria,44.41149315,8.9326992,253,66,319,174,493,109,1973
1218,Deaths,3/15/2020 5:00:00 PM,Italy,3,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,40369
46,Deaths,3/15/2020 5:00:00 PM,Italy,11,Marche,43.61675973,13.5188753,521,98,619,468,1087,224,2946
0,Deaths,3/15/2020 5:00:00 PM,Italy,14,Molise,41.55774754,14.65916051,3,4,7,10,17,0,248
81,Deaths,3/15/2020 5:00:00 PM,Italy,1,Piemonte,45.0732745,7.680687483,726,171,897,133,1030,216,4375
16,Deaths,3/15/2020 5:00:00 PM,Italy,16,Puglia,41.12559576,16.86736689,116,6,122,90,212,56,2017
2,Deaths,3/15/2020 5:00:00 PM,Italy,20,Sardegna,39.21531192,9.110616306,16,0,16,59,75,28,613
2,Deaths,3/15/2020 5:00:00 PM,Italy,19,Sicilia,38.11569725,13.3623567,56,15,71,108,179,29,2452
8,Deaths,3/15/2020 5:00:00 PM,Italy,9,Toscana,43.76923077,11.25588885,175,107,282,481,763,149,5132
6,Deaths,3/15/2020 5:00:00 PM,Italy,4,P.A. Trento,46.06893511,11.12123097,73,19,92,275,367,168,1006
1,Deaths,3/15/2020 5:00:00 PM,Italy,10,Umbria,43.10675841,12.38824698,25,13,38,101,139,36,965
1,Deaths,3/15/2020 5:00:00 PM,Italy,2,Valle d'Aosta,45.73750286,7.320149366,10,3,13,43,56,15,230
63,Deaths,3/15/2020 5:00:00 PM,Italy,5,Veneto,45.43490485,12.33845213,426,129,555,1434,1989,214,32546
4,Deaths,3/16/2020 5:00:00 PM,Italy,13,Abruzzo,42.35122196,13.39843823,71,37,108,57,165,37,1533
0,Deaths,3/16/2020 5:00:00 PM,Italy,17,Basilicata,40.63947052,15.80514834,1,2,3,9,12,1,230
6,Deaths,3/16/2020 5:00:00 PM,Italy,4,P.A. Bolzano,46.49933453,11.35662422,53,11,64,171,235,36,1740
1,Deaths,3/16/2020 5:00:00 PM,Italy,18,Calabria,38.90597598,16.59440194,36,7,43,44,87,21,1030
